OrderDate,Region,Sales Channel,Order Priority,Item Type,Units Sold,Unit Price,Unit Cost,Country,Total Revenue,Total Cost,Total Profit
2022-07-31,Europa,Tienda,Baja,Tablet,414,1055.58,444.19,Francia,437010.12,183894.66,253115.46
2022-05-02,Asia,Online,Baja,Cámara,482,790.93,963.12,Corea del Sur,381228.25999999995,464223.84,-82995.58000000007
2022-08-03,África,Online,Media,Cámara,93,532.93,226.08,Egipto,49562.49,21025.440000000002,28537.049999999996
2021-02-09,Asia,Online,Media,Smartwatch,253,390.57,954.25,Japón,98814.20999999999,241425.25,-142611.04
2021-01-27,América,Online,Media,Teléfono,138,223.65,905.72,Argentina,30863.7,124989.36,-94125.66
2019-05-16,Oceanía,Online,Baja,Televisor,453,477.96,94.16,Australia,216515.88,42654.479999999996,173861.40000000002
2021-03-02,Europa,Online,Baja,Auriculares,49,714.81,535.69,Alemania,35025.689999999995,26248.81,8776.879999999994
2019-06-20,África,Tienda,Alta,Tablet,121,742.53,542.97,Marruecos,89846.12999999999,65699.37000000001,24146.75999999998
2023-04-30,Europa,Online,Alta,Cámara,39,894.97,85.26,Alemania,34903.83,3325.1400000000003,31578.690000000002
2021-08-19,Asia,Online,Baja,Teléfono,34,575.58,68.35,Corea del Sur,19569.72,2323.8999999999996,17245.82
2021-05-25,Asia,Online,Baja,Smartwatch,358,1383.85,34.94,Singapur,495418.3,12508.519999999999,482909.77999999997
2019-04-13,Oceanía,Online,Media,Cámara,266,769.01,538.77,Australia,204556.66,143312.82,61243.84
2021-09-28,Asia,Online,Baja,Teléfono,9,664.4,479.9,Japón,5979.599999999999,4319.099999999999,1660.5
2022-02-22,Oceanía,Tienda,Baja,Televisor,188,119.84,942.25,Nueva Zelanda,22529.920000000002,177143.0,-154613.08
2023-01-21,África,Online,Alta,Televisor,96,918.57,362.04,Nigeria,88182.72,34755.840000000004,53426.88
2020-10-19,Oceanía,Online,Alta,Auriculares,133,924.16,668.48,Nueva Zelanda,122913.28,88907.84,34005.44
2022-05-05,Asia,Tienda,Media,Auriculares,163,895.77,37.34,China,146010.51,6086.420000000001,139924.09
2020-02-27,América,Tienda,Alta,Cámara,139,1337.02,673.63,Colombia,185845.78,93634.56999999999,92211.21
2019-06-20,Oceanía,Online,Media,Auriculares,298,1156.21,916.06,Nueva Zelanda,344550.58,272985.88,71564.70000000001
2020-03-28,Europa,Online,Baja,Laptop,80,1307.74,374.12,España,104619.2,29929.6,74689.6
2024-05-29,América,Online,Baja,Laptop,91,136.16,334.64,Brasil,12390.56,30452.239999999998,-18061.68
2023-07-16,Oceanía,Online,Media,Teléfono,256,511.28,637.25,Australia,130887.68,163136.0,-32248.320000000007
2024-08-15,Europa,Online,Alta,Smartwatch,148,512.13,348.7,Francia,75795.24,51607.6,24187.640000000007
2019-10-15,América,Tienda,Alta,Televisor,179,1002.72,420.35,Brasil,179486.88,75242.65000000001,104244.23
2023-06-30,Oceanía,Tienda,Baja,Tablet,257,700.49,294.92,Australia,180025.93,75794.44,104231.48999999999
2022-12-18,África,Online,Alta,Televisor,218,1177.34,364.54,Egipto,256660.12,79469.72,177190.4
2024-03-28,Europa,Online,Media,Laptop,267,607.42,689.03,Francia,162181.13999999998,183971.00999999998,-21789.869999999995
2020-08-30,África,Tienda,Baja,Teléfono,317,371.33,924.7,Marruecos,117711.61,293129.9,-175418.29000000004
2020-04-01,Asia,Tienda,Alta,Tablet,79,471.88,595.62,Singapur,37278.52,47053.98,-9775.460000000006
2023-10-31,Oceanía,Online,Baja,Auriculares,167,314.58,39.73,Nueva Zelanda,52534.86,6634.91,45899.95
2022-05-10,Oceanía,Online,Baja,Auriculares,104,336.94,285.98,Australia,35041.76,29741.920000000002,5299.84
2022-05-20,Europa,Online,Alta,Laptop,304,364.42,953.67,España,110783.68000000001,289915.68,-179132.0
2021-10-26,Oceanía,Online,Media,Teléfono,338,73.34,913.01,Australia,24788.920000000002,308597.38,-283808.46
2020-03-22,Asia,Online,Alta,Cámara,472,1088.33,142.18,Corea del Sur,513691.75999999995,67108.96,446582.79999999993
2021-04-14,Oceanía,Online,Alta,Smartwatch,284,629.42,911.16,Australia,178755.28,258769.44,-80014.16
2021-03-21,América,Tienda,Alta,Televisor,345,82.87,965.59,Ecuador,28590.15,333128.55,-304538.39999999997
2022-11-25,África,Tienda,Alta,Laptop,215,586.51,344.83,Nigeria,126099.65,74138.45,51961.2
2022-11-12,Asia,Tienda,Alta,Smartwatch,75,1362.78,709.98,China,102208.5,53248.5,48960.0
2021-08-16,Asia,Tienda,Alta,Smartwatch,225,791.3,573.18,China,178042.5,128965.49999999999,49077.000000000015
2023-01-15,África,Online,Media,Televisor,336,1480.79,356.94,Marruecos,497545.44,119931.84,377613.6
2021-03-19,África,Tienda,Baja,Tablet,292,832.94,178.74,Sudáfrica,243218.48,52192.08,191026.40000000002
2021-09-05,Asia,Tienda,Media,Televisor,343,1446.06,385.91,Corea del Sur,495998.57999999996,132367.13,363631.44999999995
2020-12-26,África,Online,Alta,Tablet,70,342.61,929.96,Sudáfrica,23982.7,65097.200000000004,-41114.5
2022-05-01,Europa,Tienda,Media,Smartwatch,363,470.41,816.91,Reino Unido,170758.83000000002,296538.33,-125779.5
2024-03-18,África,Online,Baja,Teléfono,190,1064.96,350.75,Sudáfrica,202342.4,66642.5,135699.9
2021-02-17,América,Online,Media,Laptop,472,1480.89,561.25,Colombia,698980.0800000001,264910.0,434070.0800000001
2021-08-30,América,Tienda,Alta,Televisor,486,1246.68,423.78,Argentina,605886.48,205957.08,399929.4
2023-03-19,Europa,Tienda,Baja,Teléfono,106,852.87,482.25,Francia,90404.22,51118.5,39285.72
2022-11-17,África,Tienda,Alta,Teléfono,70,173.47,768.37,Nigeria,12142.9,53785.9,-41643.0
2024-10-24,América,Online,Alta,Televisor,10,578.35,556.72,México,5783.5,5567.200000000001,216.29999999999927
2020-08-21,Oceanía,Tienda,Baja,Auriculares,214,175.32,205.61,Australia,37518.479999999996,44000.54,-6482.060000000005
2019-08-13,África,Online,Baja,Smartwatch,471,501.36,290.96,Nigeria,236140.56,137042.16,99098.4
2023-04-03,Europa,Tienda,Alta,Auriculares,5,425.25,580.76,Reino Unido,2126.25,2903.8,-777.5500000000002
2024-11-30,África,Online,Media,Tablet,28,613.41,702.03,Nigeria,17175.48,19656.84,-2481.3600000000006
2021-04-20,Asia,Tienda,Baja,Teléfono,315,1264.05,522.88,China,398175.75,164707.2,233468.55
2023-12-20,Asia,Tienda,Media,Laptop,393,268.05,631.6,India,105343.65000000001,248218.80000000002,-142875.15000000002
2020-12-14,América,Online,Media,Laptop,423,493.79,795.7,EE.UU.,208873.17,336581.10000000003,-127707.93000000002
2022-01-11,Asia,Tienda,Baja,Teléfono,241,428.62,559.03,India,103297.42,134726.22999999998,-31428.809999999983
2019-05-05,Europa,Tienda,Media,Auriculares,236,479.41,977.88,Alemania,113140.76000000001,230779.68,-117638.91999999998
2021-12-28,América,Online,Baja,Smartwatch,92,572.9,258.5,Chile,52706.799999999996,23782.0,28924.799999999996
2022-07-03,Europa,Tienda,Baja,Teléfono,318,404.25,922.1,Alemania,128551.5,293227.8,-164676.3
2023-10-17,Europa,Tienda,Baja,Cámara,345,1416.74,270.23,Alemania,488775.3,93229.35,395545.94999999995
2019-01-30,Asia,Online,Baja,Tablet,363,659.15,545.7,Singapur,239271.44999999998,198089.1,41182.34999999998
2024-07-10,Asia,Tienda,Media,Teléfono,38,215.46,472.23,India,8187.4800000000005,17944.74,-9757.260000000002
2020-05-09,Europa,Online,Media,Televisor,219,728.1,391.7,Francia,159453.9,85782.3,73671.59999999999
2023-05-29,Asia,Tienda,Baja,Auriculares,152,317.43,963.85,China,48249.36,146505.2,-98255.84000000001
2020-12-18,Asia,Tienda,Baja,Televisor,192,363.39,294.13,Japón,69770.88,56472.96,13297.920000000006
2021-10-13,Asia,Online,Baja,Televisor,121,463.31,684.62,Corea del Sur,56060.51,82839.02,-26778.510000000002
2022-08-30,África,Tienda,Baja,Teléfono,491,230.9,809.95,Egipto,113371.90000000001,397685.45,-284313.55
2020-08-28,Europa,Online,Alta,Smartwatch,171,1095.62,221.1,Italia,187351.02,37808.1,149542.91999999998
2020-01-10,Oceanía,Online,Media,Teléfono,110,1198.32,973.96,Australia,131815.19999999998,107135.6,24679.599999999977
2024-05-14,Europa,Tienda,Media,Smartwatch,144,621.71,560.24,Italia,89526.24,80674.56,8851.680000000008
2021-11-14,América,Online,Baja,Laptop,66,1049.04,917.06,EE.UU.,69236.64,60525.96,8710.68
2022-09-19,Asia,Tienda,Alta,Smartwatch,322,613.98,673.96,India,197701.56,217015.12000000002,-19313.560000000027
2019-04-26,Asia,Online,Alta,Televisor,197,287.91,659.94,India,56718.270000000004,130008.18000000001,-73289.91
2024-09-26,Oceanía,Tienda,Alta,Teléfono,46,625.89,365.22,Nueva Zelanda,28790.94,16800.120000000003,11990.819999999996
2023-12-07,América,Tienda,Baja,Laptop,149,857.63,777.47,Brasil,127786.87,115843.03,11943.839999999997
2024-11-16,África,Online,Alta,Cámara,60,109.44,58.89,Egipto,6566.4,3533.4,3032.9999999999995
2023-01-22,Europa,Tienda,Baja,Televisor,138,999.0,569.15,Italia,137862.0,78542.7,59319.3
2023-03-27,África,Tienda,Alta,Laptop,490,1126.78,61.17,Nigeria,552122.2,29973.3,522148.89999999997
2023-06-09,América,Tienda,Baja,Auriculares,402,1296.96,327.67,Brasil,521377.92000000004,131723.34,389654.5800000001
2020-11-15,Oceanía,Online,Baja,Tablet,90,199.02,123.41,Australia,17911.8,11106.9,6804.9
2023-01-11,América,Tienda,Media,Televisor,212,50.14,914.24,Ecuador,10629.68,193818.88,-183189.2
2023-05-19,Oceanía,Tienda,Baja,Teléfono,169,156.24,639.41,Australia,26404.56,108060.29,-81655.73
2024-12-08,África,Online,Alta,Smartwatch,420,1389.97,678.46,Nigeria,583787.4,284953.2,298834.2
2021-03-20,África,Tienda,Media,Auriculares,113,1160.06,855.59,Sudáfrica,131086.78,96681.67,34405.11
2021-09-04,América,Online,Alta,Cámara,341,1261.38,741.04,México,430130.58,252694.63999999998,177435.94000000003
2024-10-02,América,Online,Baja,Laptop,66,799.67,150.47,Ecuador,52778.219999999994,9931.02,42847.2
2022-09-16,Asia,Tienda,Media,Tablet,302,813.74,629.01,Japón,245749.48,189961.02,55788.46000000002
2021-02-22,Oceanía,Online,Baja,Smartwatch,118,482.83,978.83,Australia,56973.939999999995,115501.94,-58528.00000000001
2019-08-29,Asia,Tienda,Baja,Televisor,225,1271.99,237.69,Corea del Sur,286197.75,53480.25,232717.5
2023-11-14,Europa,Tienda,Alta,Tablet,151,1253.17,631.12,Italia,189228.67,95299.12,93929.55000000002
2023-04-03,Europa,Tienda,Alta,Auriculares,167,618.65,576.71,Alemania,103314.55,96310.57,7003.979999999996
2020-04-27,América,Online,Alta,Tablet,95,527.44,409.9,Colombia,50106.8,38940.5,11166.300000000003
2021-10-09,África,Online,Media,Televisor,260,1120.64,956.0,Nigeria,291366.4,248560.0,42806.40000000002
2019-07-06,Europa,Tienda,Alta,Auriculares,425,87.94,375.71,Francia,37374.5,159676.75,-122302.25
2024-02-25,Europa,Tienda,Baja,Laptop,259,1296.93,120.87,Alemania,335904.87,31305.33,304599.54
2021-08-10,Asia,Online,Media,Televisor,485,697.06,963.67,Singapur,338074.1,467379.94999999995,-129305.84999999998
2022-10-19,Asia,Tienda,Alta,Tablet,437,689.95,737.34,Singapur,301508.15,322217.58,-20709.429999999993
2020-05-05,Europa,Online,Alta,Televisor,120,1020.16,362.18,Reino Unido,122419.2,43461.6,78957.6
2020-03-06,América,Online,Alta,Auriculares,74,986.34,302.1,Colombia,72989.16,22355.4,50633.76
2019-08-27,Asia,Tienda,Baja,Tablet,362,435.66,930.19,India,157708.92,336728.78,-179019.86000000002
2019-03-17,Europa,Tienda,Alta,Laptop,96,1417.75,295.34,España,136104.0,28352.64,107751.36
2022-09-18,África,Tienda,Baja,Cámara,292,1480.18,551.04,Egipto,432212.56,160903.68,271308.88
2024-04-07,Asia,Online,Media,Cámara,177,812.68,238.51,Japón,143844.36,42216.27,101628.09
2023-11-17,Europa,Online,Alta,Smartwatch,27,864.0,995.36,Francia,23328.0,26874.72,-3546.720000000001
2021-04-06,Oceanía,Online,Baja,Teléfono,309,853.76,776.42,Australia,263811.84,239913.78,23898.060000000027
2020-08-13,Asia,Online,Alta,Laptop,305,754.39,580.61,China,230088.94999999998,177086.05000000002,53002.899999999965
2024-10-20,Oceanía,Tienda,Alta,Televisor,211,1420.52,753.45,Nueva Zelanda,299729.72,158977.95,140751.76999999996
2024-03-17,Asia,Online,Media,Teléfono,358,404.89,918.88,India,144950.62,328959.04,-184008.41999999998
2024-03-25,Asia,Tienda,Media,Smartwatch,257,206.54,964.23,China,53080.78,247807.11000000002,-194726.33000000002
2020-07-28,Oceanía,Online,Baja,Smartwatch,474,1397.84,792.44,Nueva Zelanda,662576.1599999999,375616.56,286959.5999999999
2021-06-10,América,Online,Baja,Auriculares,430,358.91,853.59,Ecuador,154331.30000000002,367043.7,-212712.4
2024-08-21,Europa,Tienda,Baja,Smartwatch,318,1136.28,415.86,Alemania,361337.04,132243.48,229093.55999999997
2019-05-21,América,Online,Media,Cámara,205,345.62,410.07,Chile,70852.1,84064.35,-13212.25
2023-11-25,América,Tienda,Baja,Tablet,355,1442.27,814.05,Chile,512005.85,288987.75,223018.09999999998
2019-01-17,Europa,Online,Media,Tablet,66,1197.13,766.84,España,79010.58,50611.44,28399.14
2021-12-22,África,Tienda,Media,Auriculares,150,1382.14,903.95,Nigeria,207321.00000000003,135592.5,71728.50000000003
2019-09-10,América,Online,Alta,Smartwatch,167,1428.93,159.02,Ecuador,238631.31,26556.34,212074.97
2020-04-09,América,Online,Alta,Televisor,220,172.42,700.09,Ecuador,37932.399999999994,154019.80000000002,-116087.40000000002
2020-01-11,América,Tienda,Baja,Laptop,300,678.41,658.22,México,203523.0,197466.0,6057.0
2024-01-02,África,Tienda,Media,Cámara,258,989.75,804.56,Egipto,255355.5,207576.47999999998,47779.02000000002
2020-06-03,Asia,Tienda,Media,Teléfono,203,1213.56,53.82,Japón,246352.68,10925.460000000001,235427.22
2024-02-04,Oceanía,Online,Media,Auriculares,240,400.13,831.46,Australia,96031.2,199550.40000000002,-103519.20000000003
2019-03-31,Oceanía,Online,Alta,Smartwatch,315,1376.18,346.63,Australia,433496.7,109188.45,324308.25
2020-12-20,África,Online,Media,Televisor,229,370.42,696.51,Sudáfrica,84826.18000000001,159500.79,-74674.61
2020-09-21,América,Online,Baja,Televisor,474,1305.96,628.06,Argentina,619025.04,297700.44,321324.60000000003
2024-02-28,Oceanía,Online,Baja,Teléfono,156,793.43,456.99,Australia,123775.07999999999,71290.44,52484.639999999985
2019-03-17,África,Online,Alta,Auriculares,218,797.36,753.65,Marruecos,173824.48,164295.69999999998,9528.780000000028
2021-07-14,Europa,Tienda,Baja,Laptop,465,592.31,962.38,Reino Unido,275424.14999999997,447506.7,-172082.55000000005
2023-12-11,Oceanía,Online,Media,Cámara,195,200.08,343.77,Nueva Zelanda,39015.600000000006,67035.15,-28019.54999999999
2021-08-27,Europa,Online,Media,Laptop,270,553.28,755.98,Reino Unido,149385.6,204114.6,-54729.0
2021-12-30,América,Tienda,Baja,Auriculares,16,668.77,335.1,EE.UU.,10700.32,5361.6,5338.719999999999
2024-07-21,Oceanía,Tienda,Alta,Tablet,241,744.58,850.28,Nueva Zelanda,179443.78,204917.47999999998,-25473.699999999983
2022-11-05,África,Tienda,Media,Cámara,252,1121.69,454.15,Marruecos,282665.88,114445.79999999999,168220.08000000002
2019-07-14,Asia,Tienda,Media,Smartwatch,51,560.5,465.79,Japón,28585.5,23755.29,4830.209999999999
2019-08-16,Oceanía,Tienda,Alta,Laptop,356,639.56,778.72,Nueva Zelanda,227683.36,277224.32,-49540.96000000002
2022-12-30,Oceanía,Online,Media,Tablet,28,1363.84,511.28,Australia,38187.52,14315.84,23871.679999999997
2020-04-05,Oceanía,Online,Baja,Auriculares,476,1141.22,288.65,Australia,543220.72,137397.4,405823.31999999995
2020-09-09,Oceanía,Tienda,Baja,Smartwatch,53,83.14,995.67,Nueva Zelanda,4406.42,52770.509999999995,-48364.09
2019-03-05,África,Tienda,Alta,Televisor,308,1227.53,631.62,Marruecos,378079.24,194538.96,183540.28
2024-09-05,África,Online,Alta,Auriculares,116,1485.42,655.8,Egipto,172308.72,76072.79999999999,96235.92000000001
2019-10-12,Asia,Tienda,Baja,Televisor,409,1412.66,657.18,India,577777.9400000001,268786.62,308991.32000000007
2023-08-11,África,Online,Alta,Auriculares,441,1262.14,886.86,Egipto,556603.74,391105.26,165498.47999999998
2021-04-17,África,Online,Baja,Cámara,9,962.3,208.36,Egipto,8660.699999999999,1875.2400000000002,6785.459999999999
2021-04-10,América,Tienda,Alta,Tablet,11,453.38,87.38,Ecuador,4987.18,961.18,4026.0000000000005
2022-04-02,América,Online,Baja,Smartwatch,485,998.92,405.1,Chile,484476.19999999995,196473.5,288002.69999999995
2019-08-12,Europa,Online,Media,Tablet,107,1058.61,577.96,Francia,113271.26999999999,61841.72,51429.54999999999
2021-02-22,Asia,Online,Media,Smartwatch,301,458.26,307.14,Japón,137936.26,92449.14,45487.12000000001
2021-08-07,América,Online,Baja,Cámara,341,420.23,698.53,Argentina,143298.43,238198.72999999998,-94900.29999999999
2019-02-14,Asia,Tienda,Media,Auriculares,258,625.54,101.7,Singapur,161389.31999999998,26238.600000000002,135150.71999999997
2023-12-16,Asia,Tienda,Baja,Televisor,182,979.66,796.99,China,178298.12,145052.18,33245.94
2020-04-15,Oceanía,Tienda,Alta,Auriculares,418,474.94,726.54,Nueva Zelanda,198524.92,303693.72,-105168.79999999996
2024-09-12,Asia,Tienda,Media,Televisor,170,855.72,237.53,Corea del Sur,145472.4,40380.1,105092.29999999999
2021-04-09,Oceanía,Tienda,Media,Tablet,461,1353.89,319.5,Nueva Zelanda,624143.29,147289.5,476853.79000000004
2024-03-24,Europa,Online,Media,Teléfono,325,477.9,812.79,España,155317.5,264156.75,-108839.25
2024-03-06,Europa,Online,Baja,Laptop,139,1450.66,780.14,España,201641.74000000002,108439.45999999999,93202.28000000003
2020-11-22,Europa,Online,Media,Tablet,285,736.35,819.35,Italia,209859.75,233514.75,-23655.0
2022-10-22,Oceanía,Online,Alta,Auriculares,111,196.32,342.58,Australia,21791.52,38026.38,-16234.859999999997
2021-07-20,Oceanía,Tienda,Media,Auriculares,92,129.81,970.48,Australia,11942.52,89284.16,-77341.64
2021-04-20,Europa,Tienda,Alta,Televisor,220,541.08,723.88,Alemania,119037.6,159253.6,-40216.0
2024-04-22,Oceanía,Online,Media,Laptop,5,425.2,93.24,Australia,2126.0,466.2,1659.8
2023-04-23,África,Tienda,Media,Smartwatch,20,1273.38,493.4,Marruecos,25467.600000000002,9868.0,15599.600000000002
2019-05-28,África,Online,Alta,Tablet,101,1119.58,674.61,Egipto,113077.57999999999,68135.61,44941.96999999999
2021-10-29,Oceanía,Online,Media,Cámara,295,1332.59,193.59,Australia,393114.05,57109.05,336005.0
2022-08-04,Oceanía,Tienda,Alta,Laptop,458,904.42,904.72,Nueva Zelanda,414224.36,414361.76,-137.40000000002328
2020-01-23,América,Tienda,Alta,Laptop,416,681.41,761.49,Chile,283466.56,316779.84,-33313.28000000003
2024-02-17,América,Tienda,Alta,Tablet,157,442.32,108.99,Colombia,69444.24,17111.43,52332.810000000005
2021-07-04,Asia,Online,Media,Televisor,450,895.51,915.8,Japón,402979.5,412110.0,-9130.5
2024-02-22,Asia,Tienda,Media,Smartwatch,383,946.14,422.24,Singapur,362371.62,161717.92,200653.69999999998
2019-10-05,Asia,Online,Alta,Televisor,1,619.77,468.9,Singapur,619.77,468.9,150.87
2024-05-31,Europa,Tienda,Media,Cámara,212,1408.06,789.61,España,298508.72,167397.32,131111.39999999997
2024-02-03,África,Online,Baja,Televisor,119,977.93,654.68,Marruecos,116373.67,77906.92,38466.75
2023-12-31,Europa,Tienda,Alta,Teléfono,385,1264.35,454.4,Reino Unido,486774.74999999994,174944.0,311830.74999999994
2024-01-08,Oceanía,Online,Alta,Laptop,260,949.57,281.84,Nueva Zelanda,246888.2,73278.4,173609.80000000002
2020-09-09,América,Online,Baja,Teléfono,399,508.98,531.39,Colombia,203083.02000000002,212024.61,-8941.589999999967
2023-06-19,Oceanía,Tienda,Baja,Televisor,175,1118.1,591.8,Australia,195667.49999999997,103564.99999999999,92102.49999999999
2024-12-22,Oceanía,Online,Alta,Smartwatch,414,383.87,642.0,Australia,158922.18,265788.0,-106865.82
2020-08-02,América,Tienda,Baja,Tablet,134,915.08,616.91,Chile,122620.72,82665.94,39954.78
2022-03-16,Oceanía,Tienda,Alta,Laptop,102,633.43,628.78,Nueva Zelanda,64609.85999999999,64135.56,474.29999999999563
2020-05-04,Asia,Tienda,Media,Tablet,385,267.33,491.47,Japón,102922.04999999999,189215.95,-86293.90000000002
2022-03-28,América,Online,Baja,Auriculares,455,649.2,575.03,Chile,295386.0,261638.65,33747.350000000006
2020-01-19,Oceanía,Tienda,Alta,Laptop,62,499.91,309.98,Nueva Zelanda,30994.420000000002,19218.760000000002,11775.66
2019-06-12,Asia,Online,Alta,Tablet,448,212.72,183.62,Singapur,95298.56,82261.76000000001,13036.799999999988
2024-02-20,Asia,Tienda,Alta,Televisor,389,1244.55,618.73,Singapur,484129.94999999995,240685.97,243443.97999999995
2022-04-27,África,Tienda,Baja,Teléfono,54,772.94,75.59,Sudáfrica,41738.76,4081.86,37656.9
2022-09-24,Asia,Online,Media,Tablet,305,552.22,93.25,Corea del Sur,168427.1,28441.25,139985.85
2023-06-19,Europa,Online,Media,Cámara,7,782.2,269.9,Italia,5475.400000000001,1889.2999999999997,3586.100000000001
2022-04-19,América,Tienda,Baja,Smartwatch,356,1144.15,218.5,Chile,407317.4,77786.0,329531.4
2019-10-15,América,Online,Alta,Auriculares,3,76.53,392.89,EE.UU.,229.59,1178.67,-949.08
2024-02-01,América,Tienda,Alta,Televisor,332,842.79,390.15,México,279806.27999999997,129529.79999999999,150276.47999999998
2019-07-06,Oceanía,Online,Alta,Cámara,379,744.77,143.35,Australia,282267.83,54329.65,227938.18000000002
2024-03-22,Oceanía,Online,Baja,Auriculares,445,1344.95,269.11,Nueva Zelanda,598502.75,119753.95000000001,478748.8
2022-03-07,Europa,Tienda,Baja,Smartwatch,335,856.16,34.43,Alemania,286813.6,11534.05,275279.55
2019-05-10,Asia,Online,Alta,Smartwatch,468,249.12,370.43,Corea del Sur,116588.16,173361.24,-56773.07999999999
2024-03-02,Oceanía,Tienda,Alta,Teléfono,425,613.59,802.54,Australia,260775.75,341079.5,-80303.75
2019-05-24,Asia,Tienda,Alta,Auriculares,149,950.55,288.18,China,141631.94999999998,42938.82,98693.12999999998
2019-01-16,Asia,Online,Baja,Smartwatch,288,116.6,654.05,India,33580.799999999996,188366.4,-154785.6
2019-09-02,Oceanía,Tienda,Baja,Tablet,12,1332.74,125.31,Nueva Zelanda,15992.880000000001,1503.72,14489.160000000002
2021-07-15,Oceanía,Online,Media,Smartwatch,485,148.28,41.92,Nueva Zelanda,71915.8,20331.2,51584.600000000006
2024-12-16,Europa,Online,Alta,Smartwatch,104,94.36,513.44,Reino Unido,9813.44,53397.76000000001,-43584.32000000001
2021-06-25,África,Tienda,Alta,Tablet,111,52.92,477.64,Nigeria,5874.12,53018.04,-47143.92
2021-06-05,América,Online,Media,Televisor,263,1041.43,215.77,Argentina,273896.09,56747.51,217148.58000000002
2019-12-07,Oceanía,Tienda,Alta,Teléfono,435,711.08,307.99,Australia,309319.80000000005,133975.65,175344.15000000005
2024-08-13,Oceanía,Tienda,Media,Teléfono,173,199.09,59.75,Nueva Zelanda,34442.57,10336.75,24105.82
2022-12-04,Asia,Online,Baja,Laptop,95,1291.5,803.87,China,122692.5,76367.65,46324.850000000006
2019-11-02,África,Online,Media,Cámara,321,343.94,322.24,Nigeria,110404.74,103439.04000000001,6965.699999999997
2021-06-26,Oceanía,Tienda,Media,Laptop,444,523.17,242.87,Australia,232287.47999999998,107834.28,124453.19999999998
2022-10-03,África,Tienda,Baja,Tablet,203,307.7,810.52,Egipto,62463.1,164535.56,-102072.45999999999
2019-11-17,América,Tienda,Alta,Smartwatch,45,1393.8,68.1,Argentina,62721.0,3064.4999999999995,59656.5
2020-07-12,Asia,Online,Media,Auriculares,34,1149.2,305.99,India,39072.8,10403.66,28669.140000000003
2022-04-19,Europa,Online,Media,Smartwatch,211,1099.73,284.87,Alemania,232043.03,60107.57,171935.46
2022-11-10,América,Tienda,Alta,Smartwatch,395,113.79,285.08,Colombia,44947.05,112606.59999999999,-67659.54999999999
2023-06-30,África,Online,Media,Auriculares,225,807.92,41.15,Egipto,181782.0,9258.75,172523.25
2022-02-05,África,Tienda,Baja,Televisor,417,884.41,936.63,Nigeria,368798.97,390574.71,-21775.74000000005
2021-03-28,América,Online,Media,Teléfono,264,604.66,868.22,México,159630.24,229210.08000000002,-69579.84000000003
2022-04-09,África,Tienda,Alta,Tablet,301,516.55,432.06,Sudáfrica,155481.55,130050.06,25431.48999999999
2019-01-12,Europa,Tienda,Alta,Auriculares,456,1285.32,462.07,Francia,586105.9199999999,210703.91999999998,375401.99999999994
2019-07-14,Europa,Tienda,Media,Laptop,226,83.37,538.43,Reino Unido,18841.620000000003,121685.18,-102843.56
2020-10-17,África,Tienda,Alta,Tablet,104,956.76,493.97,Sudáfrica,99503.04,51372.880000000005,48130.15999999999
2024-04-05,África,Tienda,Alta,Televisor,475,621.66,785.76,Sudáfrica,295288.5,373236.0,-77947.5
2024-09-08,Europa,Tienda,Media,Tablet,221,1015.63,503.77,Alemania,224454.23,111333.17,113121.06000000001
2023-06-08,África,Online,Media,Auriculares,334,336.98,213.16,Egipto,112551.32,71195.44,41355.880000000005
2022-01-24,Oceanía,Tienda,Alta,Cámara,418,396.06,143.46,Nueva Zelanda,165553.08,59966.280000000006,105586.79999999999
2021-02-16,Asia,Tienda,Media,Televisor,301,900.94,920.72,Singapur,271182.94,277136.72000000003,-5953.780000000028
2020-03-19,Oceanía,Tienda,Baja,Smartwatch,123,1470.91,76.93,Nueva Zelanda,180921.93000000002,9462.390000000001,171459.54
2019-10-25,África,Tienda,Media,Laptop,485,1463.29,900.63,Egipto,709695.65,436805.55,272890.10000000003
2021-03-18,África,Tienda,Alta,Laptop,449,411.02,699.76,Nigeria,184547.97999999998,314192.24,-129644.26000000001
2023-10-27,Asia,Online,Baja,Auriculares,457,198.41,422.56,Japón,90673.37,193109.92,-102436.55000000002
2021-04-24,África,Tienda,Alta,Televisor,436,906.0,211.56,Sudáfrica,395016.0,92240.16,302775.83999999997
2021-10-12,Asia,Tienda,Alta,Laptop,394,658.97,331.17,India,259634.18000000002,130480.98000000001,129153.20000000001
2022-10-16,Europa,Tienda,Baja,Televisor,222,1154.45,543.98,Francia,256287.90000000002,120763.56,135524.34000000003
2022-10-29,Asia,Tienda,Media,Tablet,43,815.58,667.15,Singapur,35069.94,28687.45,6382.490000000002
2020-07-07,Asia,Online,Alta,Cámara,210,790.35,700.73,India,165973.5,147153.30000000002,18820.199999999983
2020-02-25,Oceanía,Online,Media,Teléfono,337,987.37,463.87,Nueva Zelanda,332743.69,156324.19,176419.5
2022-06-23,África,Tienda,Media,Teléfono,454,233.31,392.75,Nigeria,105922.74,178308.5,-72385.76
2022-06-14,Europa,Tienda,Baja,Teléfono,11,1031.88,775.27,Reino Unido,11350.68,8527.97,2822.710000000001
2019-07-04,América,Online,Alta,Laptop,216,758.35,927.65,México,163803.6,200372.4,-36568.79999999999
2020-04-12,Asia,Tienda,Baja,Auriculares,164,1239.21,917.03,Singapur,203230.44,150392.91999999998,52837.52000000002
